,PlantType,DataSource,ATBTechnologyType,FuelType,ThermalOrRenewableOrStorage,Capacity (MW),Heat Rate (Btu/kWh),CAPEX(2012$/MW),FOM(2012$/MW/yr),VOM(2012$/MWh),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),CO2EmRate(lb/MMBtu),Lifetime(years),FuelPrice($/MMBtu),SO2 Scrubber,CoalType,Efficiency,Nameplate Energy Capacity (MWh),Minimum Energy Capacity (MWh),Maximum Charge Rate (MW),ECAPEX(2012$/MWH),PlantCategory,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,region,Latitude,Longitude,geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,GAMS Symbol
287,windlat38.2lon-121.92,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,38.2,-121.92,POINT (-121.92 38.2),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat38.2lon-121.92CA
288,windlat38.54lon-122.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,38.54,-122.42,POINT (-122.42 38.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat38.54lon-122.42CA
289,windlat38.54lon-120.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,38.54,-120.42,POINT (-120.42 38.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat38.54lon-120.42CA
290,windlat39.04lon-121.92,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,39.04,-121.92,POINT (-121.92 39.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat39.04lon-121.92CA
291,windlat39.54lon-123.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,39.54,-123.42,POINT (-123.42 39.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat39.54lon-123.42CA
292,windlat39.54lon-121.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,39.54,-121.42,POINT (-121.42 39.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat39.54lon-121.42CA
293,windlat40.04lon-122.92,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,40.04,-122.92,POINT (-122.92 40.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat40.04lon-122.92CA
294,windlat40.04lon-121.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,40.04,-121.42,POINT (-121.42 40.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat40.04lon-121.42CA
295,windlat40.54lon-123.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,40.54,-123.42,POINT (-123.42 40.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat40.54lon-123.42CA
296,windlat40.54lon-121.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,40.54,-121.42,POINT (-121.42 40.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat40.54lon-121.42CA
297,windlat40.9lon-121.76,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,40.9,-121.76,POINT (-121.76 40.9),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat40.9lon-121.76CA
298,windlat41.04lon-123.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,41.04,-123.42,POINT (-123.42 41.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat41.04lon-123.42CA
299,windlat41.04lon-121.42,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CA,41.04,-121.42,POINT (-121.42 41.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,windlat41.04lon-121.42CA
300,solarlat34.04lon-120.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,34.04,-120.42,POINT (-120.42 34.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat34.04lon-120.42CA
301,solarlat35.54lon-120.92,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,35.54,-120.92,POINT (-120.92 35.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat35.54lon-120.92CA
302,solarlat36.04lon-119.92,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,36.04,-119.92,POINT (-119.92 36.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat36.04lon-119.92CA
303,solarlat36.54lon-121.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,36.54,-121.42,POINT (-121.42 36.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat36.54lon-121.42CA
304,solarlat37.04lon-120.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,37.04,-120.42,POINT (-120.42 37.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat37.04lon-120.42CA
305,solarlat37.54lon-121.92,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,37.54,-121.92,POINT (-121.92 37.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat37.54lon-121.92CA
306,solarlat37.54lon-119.92,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,37.54,-119.92,POINT (-119.92 37.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat37.54lon-119.92CA
307,solarlat38.04lon-121.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,38.04,-121.42,POINT (-121.42 38.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat38.04lon-121.42CA
308,solarlat38.04lon-119.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,38.04,-119.42,POINT (-119.42 38.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat38.04lon-119.42CA
309,solarlat38.54lon-121.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,38.54,-121.42,POINT (-121.42 38.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat38.54lon-121.42CA
310,solarlat39.04lon-122.92,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,39.04,-122.92,POINT (-122.92 39.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat39.04lon-122.92CA
311,solarlat39.04lon-120.92,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,39.04,-120.92,POINT (-120.92 39.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat39.04lon-120.92CA
312,solarlat39.54lon-123.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,39.54,-123.42,POINT (-123.42 39.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat39.54lon-123.42CA
313,solarlat39.54lon-121.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,39.54,-121.42,POINT (-121.42 39.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat39.54lon-121.42CA
314,solarlat40.04lon-122.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,40.04,-122.42,POINT (-122.42 40.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat40.04lon-122.42CA
315,solarlat40.04lon-120.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,40.04,-120.42,POINT (-120.42 40.04),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat40.04lon-120.42CA
316,solarlat40.54lon-123.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,40.54,-123.42,POINT (-123.42 40.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat40.54lon-123.42CA
317,solarlat40.54lon-121.42,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CA,40.54,-121.42,POINT (-121.42 40.54),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,solarlat40.54lon-121.42CA
318,windlat35.12lon-114.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,35.12,-114.05,POINT (-114.05 35.12),26.0,27.0,27.0,10.6400356998,3.4746690962,p27,rto3,windlat35.12lon-114.05AZ
319,windlat35.33lon-113.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,35.33,-113.82,POINT (-113.82 35.33),26.0,27.0,27.0,10.6400356998,3.4746690962,p27,rto3,windlat35.33lon-113.82AZ
320,windlat35.83lon-113.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,35.83,-113.82,POINT (-113.82 35.83),26.0,27.0,27.0,10.6400356998,3.4746690962,p27,rto3,windlat35.83lon-113.82AZ
321,windlat36.33lon-113.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,36.33,-113.82,POINT (-113.82 36.33),26.0,27.0,27.0,10.6400356998,3.4746690962,p27,rto3,windlat36.33lon-113.82AZ
322,solarlat35.83lon-114.32,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,35.83,-114.32,POINT (-114.32 35.83),26.0,27.0,27.0,10.6400356998,3.4746690962,p27,rto3,solarlat35.83lon-114.32AZ
323,solarlat36.33lon-113.82,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,36.33,-113.82,POINT (-113.82 36.33),26.0,27.0,27.0,10.6400356998,3.4746690962,p27,rto3,solarlat36.33lon-113.82AZ
324,solarlat36.83lon-112.82,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,36.83,-112.82,POINT (-112.82 36.83),26.0,27.0,27.0,10.6400356998,3.4746690962,p27,rto3,solarlat36.83lon-112.82AZ
325,windlat36.5lon-116.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,36.5,-116.51,POINT (-116.51 36.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat36.5lon-116.51NV
326,windlat37.0lon-116.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,37.0,-116.51,POINT (-116.51 37),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat37.0lon-116.51NV
327,windlat37.0lon-114.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,37.0,-114.51,POINT (-114.51 37),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat37.0lon-114.51NV
328,windlat37.5lon-117.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,37.5,-117.51,POINT (-117.51 37.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat37.5lon-117.51NV
329,windlat37.5lon-115.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,37.5,-115.51,POINT (-115.51 37.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat37.5lon-115.51NV
330,windlat38.0lon-117.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,38.0,-117.01,POINT (-117.01 38),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat38.0lon-117.01NV
331,windlat38.0lon-115.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,38.0,-115.01,POINT (-115.01 38),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat38.0lon-115.01NV
332,windlat38.5lon-118.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,38.5,-118.51,POINT (-118.51 38.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat38.5lon-118.51NV
333,windlat38.5lon-116.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,38.5,-116.51,POINT (-116.51 38.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat38.5lon-116.51NV
334,windlat38.5lon-114.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,38.5,-114.51,POINT (-114.51 38.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat38.5lon-114.51NV
335,windlat39.0lon-118.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,39.0,-118.01,POINT (-118.01 39),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat39.0lon-118.01NV
336,windlat39.0lon-116.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,39.0,-116.01,POINT (-116.01 39),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat39.0lon-116.01NV
337,windlat39.04lon-114.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,39.04,-114.51,POINT (-114.51 39.04),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat39.04lon-114.51NV
338,windlat39.5lon-119.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,39.5,-119.51,POINT (-119.51 39.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat39.5lon-119.51NV
339,windlat39.5lon-117.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,39.5,-117.51,POINT (-117.51 39.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat39.5lon-117.51NV
340,windlat39.5lon-115.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,39.5,-115.51,POINT (-115.51 39.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat39.5lon-115.51NV
341,windlat40.0lon-118.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,40.0,-118.51,POINT (-118.51 40),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat40.0lon-118.51NV
342,windlat40.0lon-116.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,40.0,-116.51,POINT (-116.51 40),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat40.0lon-116.51NV
343,windlat40.0lon-114.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,40.0,-114.51,POINT (-114.51 40),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat40.0lon-114.51NV
344,windlat40.5lon-118.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,40.5,-118.51,POINT (-118.51 40.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat40.5lon-118.51NV
345,windlat40.5lon-116.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,40.5,-116.51,POINT (-116.51 40.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat40.5lon-116.51NV
346,windlat40.5lon-114.51,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,40.5,-114.51,POINT (-114.51 40.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat40.5lon-114.51NV
347,windlat41.0lon-118.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,41.0,-118.01,POINT (-118.01 41),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat41.0lon-118.01NV
348,windlat41.0lon-116.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,41.0,-116.01,POINT (-116.01 41),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat41.0lon-116.01NV
349,windlat41.5lon-118.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,41.5,-118.01,POINT (-118.01 41.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat41.5lon-118.01NV
350,windlat41.5lon-116.01,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,NV,41.5,-116.01,POINT (-116.01 41.5),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,windlat41.5lon-116.01NV
351,solarlat37.0lon-117.01,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,NV,37.0,-117.01,POINT (-117.01 37),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,solarlat37.0lon-117.01NV
352,solarlat37.0lon-115.01,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,NV,37.0,-115.01,POINT (-115.01 37),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,solarlat37.0lon-115.01NV
